0,1,2,3,4,5
1063,빌딩관리 근로자의 직무스트레스가 조직몰입에 미치는 영향 : 사회적지지의 조절효과 중심으로 = The Effects of Job Stress on Organizational Commitment of Building Management Workers : Focused on the moderating effect of social support,주영천,학위논문(석사)-- 인천대학교 경영대학원 : 경영학 2019. 2,2019,"빌딩관리 , 시설관리 , 시설경비 , 청소위생 , 빌딩관리근로자 , 직무스트레스 , 조직몰입 , 사회적지지 , 조절효과"
1064,Atomic Layer Deposition on 2D Materials = 2차원 재료의 원자층 증착법,김현구,학위논문(박사)-- 인천대학교 일반대학원 : 신소재공학과 2019. 8,2019,"Atomic layer deposition (ALD) , 2D materials , graphene , defect recovery , transparent heater"
1065,미래노인의 향후 주거 선호도에 관한 연구 = A research on residential preferences of future seniors,최동열,학위논문(석사)-- 인천대학교 경영대학원 : 부동산관리 2013. 2,2013,주거선호도
1066,중년기 운동 참가자의 신체활동 수준과 건강관련 삶의 질 관계 = The Relationship between Physical Activity Levels and Health Related Quality of Life in Middle Age,김승철,학위논문(석사)-- 인천대학교 교육대학원 : 체육교육전공 2008. 2,2008,"건강 , 삶의 질"
1067,중국의 개혁개방과 지역불균형 발전의 과정에 관한 연구 = The studies of China's reform & opening and the process of region's imbalance development,유준걸,학위논문(석사)-- 인천대학교 대학원 : 정치외교학과 2006. 8,2006,"중국지역 발전 , 불균형"
1068,주거빈곤가구의 주거안정방안 = A study on the housing stabilization program for the poor housing households,남승균,학위논문(석사)-- 인천대학교 경영대학원 : 부동산전공 2008. 2,2008,"주거빈곤 , 주거안정방안 , 주거문화"
1069,유아의 거친 신체 놀이와 공격성과의 관계 = The Relationship between ‘Aggression’ and ‘Rough-and-Tumble Play’ of Children,구명실,학위논문(석사)-- 인천대학교 교육대학원 : 유아교육전공(교육) 2008. 2,2008,"거친 신체 놀이 , 공격성 , Rough-and-Tumble Play , Aggression"
1070,"아버지의 부부공동양육 및 양육참여와 유아의 놀이성간의 관계 = Relations between Father’s Co-Parenting, Childcare Involvement and Young Children's Playfulness",장수경,학위논문(석사)-- 인천대학교 교육대학원 : 유아교육전공 2013. 2,2013,"""아버지 부부공동양육"". ""아버지 양육참여"" , ""유아의 놀이성"""
1071,사례분석을 통한 IT SoC Analog 팹리스와 특화 파운드리 육성 방안에 관한 연구 = A Study on Development Program for IT SoC Analog Fabless and Specialization Foundry,박철수,학위논문(석사)-- 인천대학교 정보기술대학원 : IT정책전공 2013. 8,2013,"IT SoC , 아날로그 팹리스 , 특화 파운드리 , 육성방안"
1072,"중국어권 학습자를 대상으로 한 보조사 '까지, 조차, 마저'에 대한 교육 방안 연구",손효남,학위논문(석사)-- 인천대학교 대학원 : 한국어교육학과 2013. 8,2013,
1073,제7차 체육과 교육과정과 2009 개정 체육과 교육과정 비교분석 : 중학교 교육과정을 중심으로 = A Comparative Study on the 7th Physical Education Curriculum and 2009 Revised Physical Education Curriculum,박정현,학위논문(석사)-- 인천대학교 교육대학원 : 체육교육전공 2014. 2,2014,체육과교육과정
1074,"디지털교과서 활용 수업의 수업구조, 상호작용 및 핵심성공요인에 관한 연구 = A Study on Lesson Structure, Interaction and Critical Success Factors of Digital Textbook-Based Instruction",안순선,학위논문(박사)-- 인천대학교 대학원 : 교육학과 교육공학 2013. 2,2013,"디지털교과서 , 수업구조 , 상호작용 , 디지털교과서 활용 수업의 핵심성공요인 , 혼합연구 , 근거이론"
1075,"중학생의 자아정체감과 내외통제성 및 진로성숙도의 관계 = The Relationship between Career Maturity and Identity, Internal and External Control of Middle School Students",최은혜,학위논문(석사)-- 인천대학교 교육대학원 : 0MAI 2006. 2,2006,"자아정체감 , 진로성숙도 , Career , Maturity , Identity"
1076,韓·中 才子佳人小說類 比較硏究 = A comparative study on the wit and beauty novels of Korea and China,임향란,학위논문(박사)-- 인천대학교 대학원 : 국어국문학과 2007. 2,2007,"재자가인 애정소설 비교문학 염정소설 가문소설 영웅소설 , wit , and , beauty , novels , love , a , novel , one´s , family , a , novel , a , hero , a , novel"
1077,국제무역의 전자결제 활용 저해요인과 활성화 방안에 관한 연구 = A Study on Impeding Factors and Activating Plans of International Electronic Trade Payment System,이대욱,학위논문(석사)-- 인천대학교 대학원 : 무역학과 2013. 2,2013,"전자무역 , 전자결제"
1078,스포츠 범죄에 대한 연구 = A Study on the Sport-Crime,이의주(李義柱),학위논문(석사)-- 인천대학교 일반대학원 : 법학과(일반) 2006. 2,2006,"스포츠범죄 , 스포츠형사법 , Sports , Sport-Crime , Sport , crimal , law"
1079,최대하운동 후 스포츠마사지가 뇌파변화에 미치는 영향 = The Effect of Sports Massage on EEG Changes after Submaximal Exercise,장은경,학위논문(석사)-- 인천대학교 일반대학원 : 체육학과(일반) 2008. 2,2008,"최대하운동 , 스포츠마사지 , 뇌파 , Submaximal , Exercise , Sports , Massage , EEG"
1080,태권도 체육관 마케팅 전략 연구 = A Study on the Customers' Satisfaction of Taekwondo Halls,박영수,학위논문(석사)-- 인천대학교 경영대학원: 경영학 마케팅 전공 2006. 8,2006,
1081,韓國陶磁器에 表現된 動物紋樣 樣式과 象徵性 硏究 = A Animal Pattern Style and Symbolism Expressed in the Korean Pottery,신창섭,학위논문(석사)-- 인천대학교 교육대학원: 미술교육전공 미술교육 전공 2005. 8,2005,"한국도자기 , 동물문양 , 상징성 , Korean , Pottery , Animal , Pattern , Symbolism"
1082,저온의 하수폐열회수를 위한 흡수식 히트펌프에 관한 연구 = (A) study on the absorption heat pump for low temperature wastewater recovery,심용섭,학위논문(박사) -- 인천대학교 대학원 기계공학과 2014,2014,
1083,"전략, 성과측정치, 정보기술의 적합이 기업성과에 미치는 영향 = The Effects of Fits between Strategy, performance measures and information technology on Firm performance",조지은,학위논문(석사)-- 인천대학교 대학원 : 경영학과 2011. 2,2011,"전략 , 성과측정치 , 정보기술"
1084,均衡成果表와 分析 네트워크 프로세스를 活用한 共同物流센터의 物流서비스 成果測定 모델 開發에 關한 硏究 = A Study on Modeling the Metrics for Measuring the Performance on Logistics Service of Logistics Center Applying Balanced Scorecard and Analytic Network Process,홍명호,학위논문(박사)-- 인천대학교 동북아물류대학원 : 물류경영학과 2007. 2,2007,"공동물류센터 균형성과표 분석네트워크 프로세스 , Logistics Center , Balanced Scorecard , Analytic Network Process"
1085,교육전문직 임용제도에 관한 중학교 교사들의 인식과 요구 = Middle School Teacher's Perceptions and Needs on the Selection System of Educational Supervisors,박영희,학위논문(석사)-- 인천대학교 교육대학원: 교육행정전공 교육행정 전공 2009. 2,2009,"교육전문직 , 임용제도 , Educational , Supervisors , Selection , System"
1086,건축물의 유지관리성능 향상을 위한 설계 체크리스트 개발 = A Study on Design Checklist for Improving the Performance of Building Maintenance,백하규,학위논문(석사)-- 인천대학교 대학원 : 건축공학과 2006. 2,2006,"유지관리성능 , 체크리스트 , Maintenance Performance , Checklist"
1087,폐열회수 이용을 위한 팽창기 적용성에 관한 연구,남균봉,학위논문(석사)-- 인천대학교 공학대학원 : 기계공학전공 2011. 2,2011,
1088,명화감상활동이 유아의 미적반응 및 표현능력에 미치는 영향 = The effects of masterpiece appreciation on children's aesthetic response and expressive abilities,김미화,학위논문(석사)-- 인천대학교 교육대학원 : 유아교육전공 2007. 8,2007,"명화 감상활동 , masterpiece , appreciation"
1089,광범위 운용이 가능한 가변 자기공진 무선전력전송 시스템 설계에 관한 연구 = A study on the design of tunable magnetic resonance wireless power transfer system for wide operating range,박대길,학위논문(박사) -- 인천대학교 대학원 전자공학과 2019,2019,
1090,공익광고를 활용한 일본 문화교육 방안 연구 : 고등학교 일본어 학습자를 대상으로,이유영,학위논문(석사)-- 인천대학교 교육대학원 : 일어교육전공 2014. 2,2013,
1091,국내 스마트폰 부품 및 장비 산업의 발전 방안,김동완,학위논문(석사)-- 인천대학교 경영대학원 : 경영학 2015. 2,2015,
1092,사각제트그라우팅공법에 의한 연약지반특성의 개량 = Improvement of Soft Ground Characteristics by Square Patterned Jet Grouting Technique,손철현,학위논문(석사)-- 인천대학교 산업대학원: 토목환경시스템공학과 2005. 2,2005,"사각제트그라우팅공법 , 연약지반 , Soft Ground , Square Patterned Jet Grouting Technique"
1093,고등학교 미술교과의 통합교육 지도방안 연구 : 국어교과서 수록 미술이론의 도구적 활용을 중심으로 = A Study on the Teaching Methods of Integrated Education for the High School Art Subject : Focusing on the instrumental use of art theories contained in Korean language textbooks,김예빈,학위논문(석사)-- 인천대학교 교육대학원 : 미술교육전공 2018. 8,2018,"2015교육개정 , 통합교육 , 시각상과 촉각상 , 도구적 활용 , 미술교과와 국어교과 통합"
1094,몽골과 주요 국가들의 국제 교역 현황 분석 및 시사점 : - 한·중·일·미·러 대상으로 - = Mongolia's International Trade Analysis of Major Countries and Implications,Gotov Tuvshinjargal,학위논문(석사)-- 인천대학교 일반대학원 : 경영학과 국제경영 2018. 8,2018,"몽골교역 , 경제협력 , 광물자원 , 수출입현황"
1095,베트남 전자상거래 시장의 현황과 향후 전망에 관한 연구 = A Study on the Present Situation and Future Prospects of the e-Commerce Market in Vietnam,이기성,학위논문(석사)-- 인천대학교 경영대학원 : 경영학 2019. 2,2019,"베트남 , 전자상거래 , 진출방안 , 향후전망"
1096,Study on the Air Quality Impact of Shipping Fine Dust Emission and Its Inventory Methodology in a Port-City = 선박 미세먼지의 항구도시 대기질 영향 분석 및 배출 목록 작성 기법에 관한 연구,권용범,학위논문(석사)-- 인천대학교 대학원 : 환경에너지공학과 대기환경 2019. 2,2019,"Port-city , ocean-going vessel (OGV) , air quality , emission inventory , dispersion modeling"
1097,한국-카자흐스탄 간 초중량화물 운송에 관한 최적 운송루트 선정을 위한 연구 : 북극항로 및 내륙수로 운송을 중심으로 = A Study for Optimal Shipping-Route Selection from South Korea to Kazakhstan for Oversized Cargo Transportation through Northern Sea Route and Inland Waterway,최수범,학위논문(석사)-- 인천대학교 동북아물류대학원 : 물류시스템학과 2019. 2,2019,"Optimal Shipping-Route Selection , Oversized Cargo Transportation , Northern sea route"
1098,청소년 또래괴롭힘 가해·피해 정도에 따른 성격특성과 스트레스 분석 연구 = Analysis on Teenagers' Personality and Stress from Peer Bullying/Victimization,송보경,학위논문(석사)-- 인천대학교 교육대학원: 가정교육전공 2004. 2,2003,"청소년 , 또래괴롭힘 , 성격특성 , 스트레스"
1099,Optimal Operation of Building Microgrids with Rooftop Greenhouse Using Multi-agent System = 멀티 에이전트 시스템을 이용한 옥상 온실이 있는 빌딩 마이크로그리드 최적운영,최일석,학위논문(석사)-- 인천대학교 일반대학원 : 전기공학과 마이크로그리드 최적운영 2019. 2,2019,"빌딩 마이크로그리드 , 옥상 온실 , 최적화 , 멀티 에이전트 시스템 , 에너지 관리"
1100,유치원 교사의 자신과 유아에 대한 양성적 성역할 인식 = Kindergarten Teachers' Perceptions on the Androgynous Roles of Themselves and Infants,백미영,학위논문(석사)-- 인천대학교 교육대학원: 유아교육전공 2003. 8,2003,"유치원교사 , 유아교육 , 양성 , 성역할"
